Cod_Col;Nombre;Latitud;Longitud;Departamento;Municipio;Sector;Estrato;Naturaleza;Calendario;Genero;Categoria;Total;Matematica;Ciencias_Naturales;Ciencias_Sociales;Lectura_critica;Ingles
205837000000;I.E. PUNTA DE PIEDRA;8.188953042;-76.74336758;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5706;0.5531;0.5579;0.5669;0.6176;0.5316
205837000000;I.E. PUEBLO BELLO;8.204722;-76.524722;ANTIOQUIA;TURBO;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6177;0.6026;0.6238;0.6102;0.6495;0.5725
205847000000;I. E. R. LA CALDASIA;6.360556;-76.231389;ANTIOQUIA;URRAO;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5536;0.5312;0.5413;0.5403;0.604;0.5458
205847000000;I. E. R.  VALENTINA FIGUEROA;6.224722;-76.135556;ANTIOQUIA;URRAO;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6257;0.5964;0.6205;0.6289;0.6712;0.5839
205854000000;I. E. R. MARCO A ROJO;7.28919477;-75.39345734;ANTIOQUIA;VALDIVIA;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.638;0.6284;0.638;0.6285;0.67;0.5989
205856000000;I. E. RAFAEL URIBE URIBE;5.74056254;-75.60695138;ANTIOQUIA;LA PINTADA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6496;0.6422;0.6653;0.6209;0.6887;0.5938
205858000000;I. E. JHON F. KENNEDY;6.86212645;-74.79821047;ANTIOQUIA;VEGACHÕ;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5478;0.5094;0.5626;0.5348;0.586;0.5427
205861000000;I. E. ORLANDO VELASQUEZ ARANGO;5.966389;-75.736111;ANTIOQUIA;VENECIA;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.6197;0.6096;0.6237;0.5882;0.6586;0.6156
205873000000;I. E. SAN ANTONIO DE PADUA;6.2869716;-76.76254686;ANTIOQUIA;VIGÕA DEL FUERTE;Rural;Estrato 3;OFICIAL;A;MIXTO;D;0.5515;0.5574;0.5613;0.5112;0.5705;0.5684
205873000000;I.E. EMBERA ATRATO MEDIO;6.515833;-76.590833;ANTIOQUIA;VIGÕA DEL FUERTE;Urbano;Estrato 2;OFICIAL;A;MIXTO;D;0.4559;0.414;0.4584;0.4451;0.4897;0.5044
205887000000;I. E. EL CEDRO;7.190890237;-75.35795397;ANTIOQUIA;YARUMAL;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5769;0.5379;0.5768;0.5901;0.6189;0.5287
205887000000;I. E. CEDE—O;7.071851752;-75.35694865;ANTIOQUIA;YARUMAL;Rural;Estrato 2;OFICIAL;A;MIXTO;C;0.6619;0.6721;0.6488;0.6545;0.6961;0.5893
205887000000;I. E. LLANOS DE CUIVA;6.817494508;-75.48662333;ANTIOQUIA;YARUMAL;Rural;Estrato 2;OFICIAL;A;MIXTO;B;0.7045;0.6948;0.7031;0.6937;0.7345;0.6796
205890000000;I. E. R. VILLANUEVA;6.620422893;-75.15183987;ANTIOQUIA;YOLOMB”;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.6108;0.5846;0.5996;0.6145;0.6597;0.5656
205890000000;I. E. R. LA FLORESTA;6.635227288;-74.86396079;ANTIOQUIA;YOLOMB”;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5808;0.5897;0.5647;0.5601;0.6228;0.5379
205890000000;I. E. R. PRESBITERO EDUARDO ZULUAGA;6.568433438;-74.97332795;ANTIOQUIA;YOLOMB”;Rural;Estrato 2;OFICIAL;A;MIXTO;D;0.5701;0.5387;0.5689;0.5544;0.621;0.5619
205890000000;I. E. R. GUILLERMO AGUILAR;6.650556;-74.995278;ANTIOQUIA;YOLOMB”;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5735;0.5541;0.5561;0.5594;0.6279;0.5629
205893000000;I. E. R. SAN MIGUEL DEL TIGRE;7.093679039;-73.94642712;ANTIOQUIA;YOND”;Rural;Estrato 1;OFICIAL;A;MIXTO;B;0.7112;0.6948;0.7338;0.701;0.7328;0.6577
205895000000;I. E.R.  NANCY ROCIO GARCIA;7.607033257;-74.81367521;ANTIOQUIA;ZARAGOZA;Rural;Estrato 1;OFICIAL;A;MIXTO;C;0.6305;0.5971;0.633;0.6387;0.663;0.6006
205895000000;I. E.R. SIMON BOLIVAR;7.497751038;-74.92427351;ANTIOQUIA;ZARAGOZA;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.568;0.5581;0.5835;0.5371;0.5963;0.5596
205895000000;I.E.R. LA PAJUILA;7.621944;-74.879167;ANTIOQUIA;ZARAGOZA;Rural;Estrato 1;OFICIAL;A;MIXTO;D;0.5715;0.5389;0.5708;0.5698;0.6187;0.5351
305001000000;I.E. PRADOS VERDES;6.258615177;-75.5594424;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;C;0.6645;0.6482;0.6368;0.6633;0.7104;0.6625
305001000000;COLEGIO SAN JOSE DE LAS VEGAS;6.118704502;-75.53435345;ANTIOQUIA;RETIRO;Rural;Estrato 6;NO OFICIAL;A;MIXTO;A+;0.8652;0.8646;0.8545;0.8699;0.8565;0.9113
305001000000;COL DE MARIA;6.281341304;-75.56302052;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.8033;0.7957;0.7901;0.806;0.8238;0.7962
305001000000;COL CALASANZ FEMENINO;6.265358027;-75.59073965;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;FEMENINO;A+;0.812;0.806;0.8012;0.8034;0.8295;0.8353
305001000000;COL SANTA CLARA DE ASIS;6.242736332;-75.60460356;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.7983;0.7851;0.7802;0.8007;0.8131;0.8406
305001000000;INST COLOMBO VENEZOLANO;6.240251383;-75.61055082;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.7935;0.7892;0.7814;0.7864;0.8003;0.8438
305001000000;COLEGIO SAN JOSE DE LA SALLE;6.245005773;-75.55007496;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.818;0.8174;0.8068;0.8155;0.8136;0.8743
305001000000;INST PEDAG CLARET;6.267674197;-75.55635715;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7202;0.691;0.7287;0.716;0.7266;0.7752
305001000000;LIC SAN RAFAEL;6.23250974;-75.59926328;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.7807;0.7667;0.7649;0.7887;0.8004;0.7864
305001000000;INST SAN CARLOS;6.223407851;-75.60061744;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MASCULINO;A+;0.813;0.8137;0.8005;0.8076;0.8168;0.8529
305001000000;COL MILIT JOSE MARIA CORDOBA;6.247877894;-75.56424738;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7207;0.7171;0.7187;0.7086;0.7345;0.7322
305001000000;INST ANTIOQUIA;6.244727208;-75.56094611;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7283;0.7214;0.733;0.7196;0.736;0.7386
305001000000;COMUNIDAD COLEGIO JESUS MARIA;6.254891836;-75.59430139;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;FEMENINO;A+;0.8699;0.8723;0.8573;0.8627;0.8683;0.9263
305001000000;LIC SALAZAR Y HERRERA;6.248990658;-75.60629731;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.7745;0.7681;0.7647;0.7736;0.7879;0.785
305001000000;COL DE LA PRESENTACION - MEDELLIN;6.251681959;-75.60472725;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.7978;0.7825;0.7832;0.7902;0.8146;0.8599
305001000000;COL CALASANZ;6.261119126;-75.60025519;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8556;0.8703;0.8506;0.8421;0.8448;0.8995
305001000000;COL NUESTRA SENORA DE LOURDES;6.276161399;-75.56055606;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7527;0.7331;0.7473;0.7579;0.7767;0.7403
305001000000;COL EUCARISTICO DE LA MILAGROSA;6.235119365;-75.55365357;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A;0.7453;0.7432;0.7359;0.7255;0.7652;0.7796
305001000000;COL SALESIANO EL SUFRAGIO;6.250232447;-75.5729451;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7943;0.793;0.7885;0.7835;0.8028;0.8218
305001000000;COL SAN IGNACIO DE LOYOLA;6.25514894;-75.58659353;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.8747;0.8878;0.8678;0.8681;0.8606;0.9183
305001000000;COL SAGRADOS CORAZONES;6.279061405;-75.59754287;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7906;0.7732;0.7672;0.7953;0.8091;0.843
305001000000;COL MARIA REINA DEL CARMELO;6.277736514;-75.5513016;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;A;0.7589;0.7582;0.748;0.7525;0.7766;0.76
305001000000;COLEGIO TOMAS CARRASQUILLA;6.240484291;-75.56097666;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;B;0.7056;0.6978;0.6955;0.693;0.728;0.73
305001000000;COL PALERMO DE SAN JOSE;6.208806917;-75.56836463;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8067;0.8028;0.7892;0.8001;0.812;0.8754
305001000000;INST JORGE ROBLEDO;6.258363927;-75.58178128;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8645;0.8688;0.8598;0.8492;0.8587;0.9291
305001000000;COL DIVINO SALVADOR;6.237230671;-75.54822074;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.813;0.8088;0.7967;0.8073;0.8288;0.8447
305001000000;COL AGUSTINIANO DE SAN NICOLAS;6.284767397;-75.55567929;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7747;0.7638;0.7621;0.7782;0.7859;0.8005
305001000000;INST EDUC ALVERNIA;6.276908231;-75.56185101;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;OFICIAL;A;MIXTO;B;0.7153;0.7025;0.7029;0.7121;0.745;0.7115
305001000000;COL PABLO VI;6.263807089;-75.54749237;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.7095;0.7032;0.6928;0.7057;0.7408;0.6964
305001000000;COL SAN JUAN BOSCO;6.229212689;-75.59399885;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.8155;0.7983;0.8104;0.8173;0.8246;0.8497
305001000000;COL NUESTRA SENORA DEL ROSARIO DE CHIQUINQUIRA;6.236526494;-75.54963063;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.8124;0.8084;0.8014;0.8122;0.8137;0.8544
305001000000;COL DE LA INMACULADA;6.221407605;-75.59874669;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.8019;0.7981;0.785;0.805;0.8145;0.8174
305001000000;COL SANTA TERESITA;6.253083634;-75.6081016;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A;0.7461;0.7238;0.7437;0.7325;0.7742;0.7762
305001000000;COL SAN JOSE DE LAS VEGAS;6.252530434;-75.56663316;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.8633;0.8613;0.8479;0.8602;0.8628;0.9264
305001000000;COL LA ANUNCIACION;6.23220282;-75.54862056;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.7867;0.7833;0.7886;0.7754;0.8036;0.7748
305001000000;COL MADRE ANTONIA CERINI;6.206892049;-75.56337534;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;FEMENINO;A;0.7352;0.7196;0.7229;0.735;0.7428;0.7967
305001000000;ESC NORMAL SUPERIOR ANTIOQUE?A;6.242754758;-75.55798802;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.7742;0.7622;0.7642;0.7675;0.7954;0.7964
305001000000;COL BETHLEMITAS;6.24036489;-75.59537212;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;FEMENINO;A+;0.8505;0.8545;0.835;0.8362;0.8554;0.9127
305001000000;COL MARIA AUXILIADORA;6.2533302;-75.55986066;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.8425;0.8396;0.8338;0.8427;0.8425;0.8761
305001000000;COL TERESIANO NSTRA SRA DE LA CANDELARIA;6.258216407;-75.60698429;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7659;0.7412;0.7566;0.7665;0.7886;0.7978
305001000000;COL LATINO;6.212385991;-75.54577441;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;NO OFICIAL;A;MIXTO;A;0.7226;0.7146;0.694;0.7169;0.7466;0.7779
305001000000;COL NUESTRA MADRE DE LAS MERCEDES;6.251236243;-75.6174769;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;FEMENINO;A+;0.8273;0.842;0.8137;0.8106;0.8322;0.86
305001000000;COL CORAZONISTA;6.242404798;-75.6071315;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.8673;0.8793;0.8629;0.8485;0.8661;0.9054
305001000000;COL BARBARA MICARELLI;6.281724255;-75.58500953;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;FEMENINO;A+;0.7805;0.7644;0.7746;0.7786;0.8001;0.7931
305001000000;COL EMILIA RIQUELME;6.282778694;-75.56277904;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7338;0.7103;0.7363;0.7346;0.7541;0.7343
305001000000;ESC POPULAR EUCARISTICA CAMILO C. RESTREPO;6.225925864;-75.58508157;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;B;0.6968;0.6788;0.69;0.6794;0.7316;0.7188
305001000000;COL SAN FRANCISCO JAVIER;6.220911923;-75.59627401;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;FEMENINO;A+;0.7886;0.7653;0.794;0.7779;0.8056;0.8234
305001000000;COL CAMPESTRE LA COLINA;6.246389;-75.566389;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 6;NO OFICIAL;A;MIXTO;A+;0.8461;0.8586;0.8452;0.8251;0.8323;0.916
305001000000;INST EDUC SANTA JUANA DE LESTONAC;6.302925269;-75.5756696;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;OFICIAL;A;MIXTO;A;0.7631;0.7553;0.7562;0.7657;0.7857;0.7319
305001000000;GIMN GUAYACANES;6.280358825;-75.58857983;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;C;0.6556;0.6218;0.6461;0.6406;0.7075;0.6753
305001000000;COL NUESTRA SENORA DE LA PROVIDENCIA;6.205744406;-75.54905651;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;FEMENINO;A;0.7567;0.7353;0.746;0.7597;0.7653;0.8179
305001000000;I.E. GUADALUPANO LA SALLE;6.236245465;-75.54460736;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7458;0.7292;0.7343;0.7407;0.7652;0.7872
305001000000;COL ADVENTISTA SIMON BOLIVAR;6.268749296;-75.56488255;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;B;0.7186;0.7072;0.6984;0.7052;0.7568;0.7391
305001000000;COLEGIO SANTA BERTILLA BOSCARDIN;6.280855476;-75.58514061;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7868;0.7826;0.7795;0.7842;0.8036;0.7788
305001000000;INST FERRINI - SEDE ROBLEDO;6.277653668;-75.59264725;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7652;0.7549;0.7517;0.7546;0.7879;0.7998
305001000000;INST VICARIAL JESUS MAESTRO;6.277258849;-75.55316057;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;B;0.717;0.7516;0.6951;0.6858;0.736;0.7152
305001000000;COLEGIO VID OBRA DE LA CONGREGACION MARIANA;6.28081183;-75.57662317;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7977;0.7994;0.7872;0.7942;0.8046;0.8133
305001000000;COL PESTALOZZI;6.224519159;-75.59617629;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;C;0.6488;0.6167;0.6587;0.6286;0.6867;0.6622
305001000000;COL BAUTISTA DE CASTILLA;6.291203682;-75.57171739;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;C;0.668;0.6513;0.6597;0.6691;0.6863;0.6852
305001000000;COL HISPANO;6.240883183;-75.59858484;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;C;0.632;0.6226;0.628;0.6069;0.6482;0.6985
305001000000;COLEGIO WALDORF ISOLDA ECHAVARRIA;6.160646389;-75.6466672;ANTIOQUIA;LA ESTRELLA;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;A+;0.7928;0.7759;0.7873;0.7896;0.7887;0.8822
305001000000;INST EDUC LA CANDELARIA;6.293562158;-75.54245588;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;OFICIAL;A;MIXTO;B;0.6784;0.6719;0.6731;0.6652;0.7105;0.6567
305001000000;GIMNASIO INTERNACIONAL DE MEDELLIN;6.167743367;-75.57702011;ANTIOQUIA;LA ESTRELLA;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8234;0.8229;0.8169;0.8105;0.825;0.8786
305001000000;INST EDUC MAESTRO ARENAS BETANCUR;6.292993066;-75.57102762;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;OFICIAL;A;MIXTO;A;0.7394;0.7453;0.7267;0.7254;0.7625;0.7329
305001000000;COL PARROQUIAL NTRA SE?ORA DEL BUEN CONSEJO;6.29968447;-75.5670589;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7852;0.7821;0.7745;0.7809;0.8038;0.7837
305001000000;CENT EDUC AUTONOMO;6.300009271;-75.5698512;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.78;0.768;0.7756;0.7846;0.7949;0.7711
305001000000;COL GUILLERMO TABORDA RESTREPO;6.282920165;-75.58576851;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A;0.7216;0.6949;0.7121;0.7038;0.7594;0.7705
305001000000;INST EDUC EL TRIUNFO SANTA TERESA;6.306635245;-75.58112119;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;OFICIAL;A;MIXTO;A;0.7203;0.711;0.7096;0.7215;0.7544;0.6742
305001000000;GIMNASIO CAMPESTRE EL TESORO;6.212820571;-75.56516868;ANTIOQUIA;ENVIGADO;Urbano;Estrato 5;NO OFICIAL;A;MIXTO;B;0.677;0.665;0.6926;0.6219;0.694;0.7811
305001000000;COLEGIO LONDRES                                                                                     ;6.13924103;-75.62928667;ANTIOQUIA;SABANETA;Rural;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8493;0.8556;0.8268;0.8379;0.8547;0.9159
305001000000;COL ARENYS DEL MAR;6.276166994;-75.60659249;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;NO OFICIAL;A;MIXTO;B;0.7094;0.7011;0.6969;0.7069;0.7402;0.6873
305001000000;COL PADRE MANYANET;6.220036927;-75.60952663;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 4;NO OFICIAL;A;MIXTO;A+;0.8225;0.8178;0.8152;0.8163;0.8274;0.8624
305001000000;INST EDUC FE Y ALEGRIA LUIS AMIGO;6.279004953;-75.56619303;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6654;0.648;0.6479;0.6565;0.7166;0.6431
305001000000;CENT EDUC JESUS AMIGO;6.299090999;-75.58088584;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.6922;0.6741;0.6786;0.6924;0.7219;0.6978
305001000000;INST EDUC MADRE LAURA;6.234229483;-75.55068559;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;OFICIAL;A;MIXTO;A;0.7679;0.7779;0.7587;0.7559;0.7861;0.7476
305001000000;INST EDUC ARZOBISPO TULIO BOTERO SALAZAR;6.230355856;-75.53254919;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6687;0.6686;0.6549;0.6551;0.7084;0.6321
305001000000;COL PANAMERICANO COLOMBO SUECO;6.283175607;-75.58743048;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.8118;0.8011;0.8006;0.8105;0.825;0.8414
305001000000;CENT EDUC INTEG BUCARELLY;6.277575;-75.635216;ANTIOQUIA;MEDELLÕN;Rural;Estrato 2;NO OFICIAL;A;MIXTO;A;0.7472;0.7399;0.7272;0.7484;0.7731;0.747
305001000000;COL EMAUS;6.286536369;-75.54911244;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.7161;0.7096;0.7117;0.7043;0.7405;0.7113
305001000000;COL MILIT GENERAL PEDRO NEL OSPINA;6.24761572;-75.56143159;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7254;0.7081;0.7155;0.7245;0.7515;0.7314
305001000000;INST CORFERRINI - SEDE ROBLEDO;6.276520864;-75.59577949;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.6862;0.6637;0.6859;0.6841;0.7014;0.7154
305001000000;INST EDUC  BARRIO OLAYA HERRERA;6.27302252;-75.60890485;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6463;0.6326;0.654;0.626;0.6807;0.622
305001000000;INSTITUCI”N EDUCATIVA PEQUE—A MARIA;6.286855462;-75.5408962;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;NO OFICIAL;A;MIXTO;B;0.6733;0.6704;0.6557;0.6643;0.71;0.6525
305001000000;COL CIENCIA Y VIDA;6.259012553;-75.56472519;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7306;0.6927;0.7202;0.742;0.7695;0.7246
305001000000;COL BASICO CAMINO DE PAZ;6.254037673;-75.5419834;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 1;NO OFICIAL;A;MIXTO;C;0.6513;0.6275;0.6425;0.6465;0.6917;0.6424
305001000000;COLEGIO EMPRESARIAL;6.183654937;-75.6498504;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.7867;0.8038;0.7697;0.7854;0.7987;0.7539
305001000000;COL CENT FRATERNAL CRISTIANO;6.252757931;-75.56059796;ANTIOQUIA;MEDELLÕN;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;A;0.7438;0.7192;0.7335;0.7522;0.7566;0.7845
305034000000;INSTITUTO CORFERRINI;5.657399716;-75.87788204;ANTIOQUIA;ANDES;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;D;0.5962;0.5636;0.5861;0.5971;0.641;0.5879
305042000000;INSTITUTO ARQUIDIOCESANO URBANO Y RURAL -IAUR-;6.554962397;-75.82785845;ANTIOQUIA;SANTA F… DE ANTIOQUIA;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;A+;0.7791;0.7749;0.7651;0.784;0.7916;0.7817
305045000000;COLEGIO ADVENTISTA DE APARTADO;7.878134059;-76.63174515;ANTIOQUIA;APARTAD”;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.7161;0.7116;0.7066;0.7206;0.7339;0.6913
305045000000;CORPORACI”N COLEGIO AMERICANO DE APARTAD”;7.879291014;-76.63112601;ANTIOQUIA;APARTAD”;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7309;0.7198;0.7095;0.7332;0.7554;0.7483
305079000000;COLEGIO COOPERATIVO SIMON BOLIVAR (P);6.436210438;-75.32947494;ANTIOQUIA;BARBOSA;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;A;0.7674;0.7678;0.7466;0.7656;0.7912;0.7626
305088000000;I.E. PAULINA (C.E. PAULINA);6.338314159;-75.54822973;ANTIOQUIA;BELLO;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;B;0.6757;0.6787;0.6297;0.6471;0.7337;0.7166
305088000000;I.E CEVIDA;6.343810939;-75.54868058;ANTIOQUIA;BELLO;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;B;0.678;0.6533;0.6814;0.6748;0.7096;0.6567
305088000000;COL LA SALLE;6.330560387;-75.56440097;ANTIOQUIA;BELLO;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A+;0.8084;0.8192;0.7984;0.7923;0.8139;0.8371
305088000000;COL MANO AMIGA;6.343972464;-75.56906907;ANTIOQUIA;BELLO;Urbano;Estrato 2;NO OFICIAL;A;MIXTO;A;0.7532;0.7377;0.7592;0.7501;0.765;0.7561
305088000000;INT PARROQUIAL JESUS DE LA BUENA ESPERANZA;6.334397885;-75.55630703;ANTIOQUIA;BELLO;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7566;0.7378;0.7478;0.7483;0.7844;0.7813
305088000000;COL PARROQUIAL NUESTRA SE—ORA DE CHIQUINQUIRA;6.343557772;-75.54949797;ANTIOQUIA;BELLO;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.7642;0.7543;0.7501;0.759;0.7882;0.7799
305088000000;COL SAGRADO CORAZON DE MARIA;6.334744117;-75.56183838;ANTIOQUIA;BELLO;Urbano;Estrato 3;NO OFICIAL;A;MIXTO;A;0.722;0.719;0.715;0.6987;0.7436;0.7566
